base_year,adm_dr_cd,adm_dr_nm,sigungu_nm,sido_nm,sido_nm_1,sigungu__1,sido_nm_12,sigungu__3,Included,Predicted,StdError
2018,1115057,신월1동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.0018678581,0.00466429183
2018,1115058,신월2동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.0018818342,0.00374818242
2018,1115059,신월3동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00190106257,0.00484705988
2018,1115060,신월4동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00199191404,0.00434625963
2018,1115061,신월5동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00174027597,0.00472698804
2018,1115062,신월6동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00215855275,0.0043471358
2018,1115063,신월7동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00213480624,0.00476775896
2018,1115064,신정1동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00209067713,0.00357552428
2018,1115065,신정2동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00249490929,0.0044640368
2018,1115066,신정3동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00229588573,0.00447438784
2018,1115069,신정6동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00244559218,0.0043317315
2018,1115070,신정7동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00254833499,0.00427327272
2018,1115071,목5동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00231667869,0.00472772873
2018,1115072,신정4동,11150,11,서울특별시,양천구,서울,양천구,Yes,0.00175526441,0.00229814856
2018,1116051,염창동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.0018799709,0.0050314323
2018,1116052,등촌1동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00174871453,0.00503326552
2018,1116053,등촌2동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.0018521499,0.00483126276
2018,1116054,등촌3동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00165120769,0.00480057523
2018,1116055,화곡본동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00174157779,0.00465884418
2018,1116057,화곡2동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00176985811,0.0037815973
2018,1116058,화곡3동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00168461002,0.00465249562
2018,1116059,화곡4동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00184320657,0.00426822089
2018,1116061,화곡6동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00173743077,0.00486747606
2018,1116063,화곡8동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00176125732,0.0041829515
2018,1116064,가양1동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00155980992,0.00458866946
2018,1116065,가양2동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00166733775,0.00509063083
2018,1116066,가양3동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00175311467,0.00510545289
2018,1116067,발산1동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.0015516463,0.00420665324
2018,1116069,공항동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00175216548,0.00506289838
2018,1116070,방화1동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00144158992,0.00399411397
2018,1116071,방화2동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00170997768,0.0052509643
2018,1116072,방화3동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00165629515,0.00506254777
2018,1116073,화곡1동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00179052165,0.0044738318
2018,1116074,우장산동,11160,11,서울특별시,강서구,서울,강서구,Yes,0.00163875806,0.00464539369
2018,1117051,신도림동,11170,11,서울특별시,구로구,서울,구로구,Yes,0.00280736949,0.00468663562
2018,1117052,구로1동,11170,11,서울특별시,구로구,서울,구로구,Yes,0.00274399857,0.00452342027
